date,APR La Peña >> Pozo Dren >> Volumen Pozo Dren 2(9282),APR La Peña >> Estanque 2 >> Volumen de Salida(9451),APR La Peña >> Pozo 3 >> Volumen Pozo 3(9337),APR La Peña >> Pozo 4 >> Volumen Pozo 4(20626)
2020-12-19 08:03:27-03:00,,3532.0,,
2020-12-19 08:04:49-03:00,,,83617.0,
2020-12-19 08:04:57-03:00,,,83617.0,
2020-12-19 08:05:35-03:00,,,,3125.0
2020-12-19 08:07:12-03:00,,3532.0,,
2020-12-19 08:07:46-03:00,21687.0,,,
2020-12-19 08:08:27-03:00,,3532.0,,
2020-12-19 08:09:49-03:00,,,83617.0,
2020-12-19 08:09:57-03:00,,,83617.0,
2020-12-19 08:10:36-03:00,,,,3125.0
2020-12-19 08:12:13-03:00,,3532.0,,
2020-12-19 08:12:46-03:00,21688.0,,,
2020-12-19 08:13:28-03:00,,3532.0,,
2020-12-19 08:14:50-03:00,,,83617.0,
2020-12-19 08:14:57-03:00,,,83617.0,
2020-12-19 08:15:36-03:00,,,,3125.0
2020-12-19 08:17:13-03:00,,3532.0,,
2020-12-19 08:17:47-03:00,21689.0,,,
2020-12-19 08:18:28-03:00,,3533.0,,
2020-12-19 08:19:50-03:00,,,83617.0,
2020-12-19 08:19:58-03:00,,,83617.0,
2020-12-19 08:20:36-03:00,,,,3125.0
2020-12-19 08:22:13-03:00,,3533.0,,
2020-12-19 08:22:47-03:00,21689.0,,,
2020-12-19 08:23:28-03:00,,3533.0,,
2020-12-19 08:24:50-03:00,,,83617.0,
2020-12-19 08:24:58-03:00,,,83617.0,
2020-12-19 08:25:37-03:00,,,,3126.0
2020-12-19 08:27:14-03:00,,3533.0,,
2020-12-19 08:27:47-03:00,21690.0,,,
2020-12-19 08:28:29-03:00,,3533.0,,
2020-12-19 08:29:51-03:00,,,83617.0,
2020-12-19 08:29:58-03:00,,,83617.0,
2020-12-19 08:30:37-03:00,,,,3126.0
2020-12-19 08:32:14-03:00,,3533.0,,
2020-12-19 08:32:48-03:00,21691.0,,,
2020-12-19 08:33:29-03:00,,3533.0,,
2020-12-19 08:34:51-03:00,,,83617.0,
2020-12-19 08:34:59-03:00,,,83617.0,
2020-12-19 08:35:37-03:00,,,,3126.0
2020-12-19 08:37:14-03:00,,3533.0,,
2020-12-19 08:37:48-03:00,21691.0,,,
2020-12-19 08:38:29-03:00,,3533.0,,
2020-12-19 08:39:51-03:00,,,83617.0,
2020-12-19 08:39:59-03:00,,,83617.0,
2020-12-19 08:40:38-03:00,,,,3127.0
2020-12-19 08:42:14-03:00,,3533.0,,
2020-12-19 08:42:48-03:00,21691.0,,,
2020-12-19 08:43:29-03:00,,3533.0,,
2020-12-19 08:44:51-03:00,,,83617.0,
2020-12-19 08:44:59-03:00,,,83617.0,
2020-12-19 08:45:38-03:00,,,,3127.0
2020-12-19 08:47:15-03:00,,3533.0,,
2020-12-19 08:47:49-03:00,21691.0,,,
2020-12-19 08:48:30-03:00,,3533.0,,
2020-12-19 08:49:52-03:00,,,83617.0,
2020-12-19 08:49:59-03:00,,,83617.0,
2020-12-19 08:50:38-03:00,,,,3127.0
2020-12-19 08:52:15-03:00,,3533.0,,
2020-12-19 08:52:49-03:00,21691.0,,,
2020-12-19 08:53:30-03:00,,3533.0,,
2020-12-19 08:54:52-03:00,,,83617.0,
2020-12-19 08:55:00-03:00,,,83617.0,
2020-12-19 08:55:38-03:00,,,,3127.0
2020-12-19 08:57:15-03:00,,3533.0,,
2020-12-19 08:57:49-03:00,21691.0,,,
2020-12-19 08:58:30-03:00,,3533.0,,
2020-12-19 08:59:52-03:00,,,83617.0,
2020-12-19 09:00:00-03:00,,,83617.0,
2020-12-19 09:00:39-03:00,,,,3128.0
2020-12-19 09:02:16-03:00,,3533.0,,
2020-12-19 09:02:50-03:00,21691.0,,,
2020-12-19 09:03:31-03:00,,3533.0,,
2020-12-19 09:04:53-03:00,,,83617.0,
2020-12-19 09:05:00-03:00,,,83617.0,
2020-12-19 09:05:39-03:00,,,,3128.0
2020-12-19 09:07:16-03:00,,3533.0,,
2020-12-19 09:07:50-03:00,21691.0,,,
2020-12-19 09:08:31-03:00,,3533.0,,
2020-12-19 09:09:53-03:00,,,83617.0,
2020-12-19 09:10:01-03:00,,,83617.0,
2020-12-19 09:10:39-03:00,,,,3128.0
2020-12-19 09:12:16-03:00,,3533.0,,
2020-12-19 09:12:50-03:00,21691.0,,,
2020-12-19 09:13:31-03:00,,3533.0,,
2020-12-19 09:14:53-03:00,,,83617.0,
2020-12-19 09:15:01-03:00,,,83617.0,
2020-12-19 09:15:40-03:00,,,,3129.0
2020-12-19 09:17:17-03:00,,3533.0,,
2020-12-19 09:17:51-03:00,21691.0,,,
2020-12-19 09:18:32-03:00,,3533.0,,
2020-12-19 09:19:54-03:00,,,83617.0,
2020-12-19 09:20:01-03:00,,,83617.0,
2020-12-19 09:20:40-03:00,,,,3129.0
2020-12-19 09:22:17-03:00,,3533.0,,
2020-12-19 09:22:51-03:00,21691.0,,,
2020-12-19 09:23:32-03:00,,3533.0,,
2020-12-19 09:24:54-03:00,,,83617.0,
2020-12-19 09:25:02-03:00,,,83617.0,
2020-12-19 09:25:40-03:00,,,,3129.0
2020-12-19 09:27:17-03:00,,3534.0,,
2020-12-19 09:27:51-03:00,21692.0,,,
2020-12-19 09:28:32-03:00,,3534.0,,
2020-12-19 09:29:54-03:00,,,83617.0,
2020-12-19 09:30:02-03:00,,,83617.0,
2020-12-19 09:30:41-03:00,,,,3130.0
2020-12-19 09:32:18-03:00,,3534.0,,
2020-12-19 09:32:52-03:00,21693.0,,,
2020-12-19 09:33:33-03:00,,3534.0,,
2020-12-19 09:34:55-03:00,,,83617.0,
2020-12-19 09:35:02-03:00,,,83617.0,
2020-12-19 09:35:41-03:00,,,,3130.0
2020-12-19 09:37:18-03:00,,3534.0,,
2020-12-19 09:37:52-03:00,21693.0,,,
2020-12-19 09:38:33-03:00,,3534.0,,
2020-12-19 09:39:55-03:00,,,83617.0,
2020-12-19 09:40:03-03:00,,,83617.0,
2020-12-19 09:40:41-03:00,,,,3130.0
2020-12-19 09:42:18-03:00,,3534.0,,
2020-12-19 09:42:52-03:00,21694.0,,,
2020-12-19 09:43:33-03:00,,3534.0,,
2020-12-19 09:44:55-03:00,,,83617.0,
2020-12-19 09:45:03-03:00,,,83617.0,
2020-12-19 09:45:42-03:00,,,,3131.0
2020-12-19 09:47:18-03:00,,3534.0,,
2020-12-19 09:47:52-03:00,21695.0,,,
2020-12-19 09:48:33-03:00,,3534.0,,
2020-12-19 09:49:55-03:00,,,83617.0,
2020-12-19 09:50:03-03:00,,,83617.0,
2020-12-19 09:50:42-03:00,,,,3131.0
2020-12-19 09:52:19-03:00,,3534.0,,
2020-12-19 09:52:53-03:00,21695.0,,,
2020-12-19 09:53:34-03:00,,3534.0,,
2020-12-19 09:54:56-03:00,,,83617.0,
2020-12-19 09:55:03-03:00,,,83617.0,
2020-12-19 09:55:42-03:00,,,,3131.0
2020-12-19 09:57:19-03:00,,3534.0,,
2020-12-19 09:57:53-03:00,21696.0,,,
2020-12-19 09:58:34-03:00,,3534.0,,
2020-12-19 09:59:56-03:00,,,83617.0,
2020-12-19 10:00:04-03:00,,,83617.0,
2020-12-19 10:00:43-03:00,,,,3132.0
2020-12-19 10:02:19-03:00,,3534.0,,
2020-12-19 10:02:53-03:00,21697.0,,,
2020-12-19 10:03:34-03:00,,3534.0,,
2020-12-19 10:04:56-03:00,,,83617.0,
2020-12-19 10:05:04-03:00,,,83617.0,
2020-12-19 10:05:43-03:00,,,,3132.0
2020-12-19 10:07:20-03:00,,3534.0,,
2020-12-19 10:07:54-03:00,21698.0,,,
2020-12-19 10:08:35-03:00,,3534.0,,
2020-12-19 10:09:57-03:00,,,83617.0,
2020-12-19 10:10:04-03:00,,,83617.0,
2020-12-19 10:10:43-03:00,,,,3132.0
2020-12-19 10:12:20-03:00,,3534.0,,
2020-12-19 10:12:54-03:00,21698.0,,,
2020-12-19 10:13:35-03:00,,3534.0,,
2020-12-19 10:14:57-03:00,,,83617.0,
2020-12-19 10:15:05-03:00,,,83617.0,
2020-12-19 10:15:44-03:00,,,,3133.0
2020-12-19 10:17:20-03:00,,3534.0,,
2020-12-19 10:17:54-03:00,21699.0,,,
2020-12-19 10:18:35-03:00,,3534.0,,
2020-12-19 10:19:57-03:00,,,83617.0,
2020-12-19 10:20:05-03:00,,,83617.0,
2020-12-19 10:20:44-03:00,,,,3133.0
2020-12-19 10:22:21-03:00,,3534.0,,
2020-12-19 10:22:55-03:00,21700.0,,,
2020-12-19 10:23:36-03:00,,3534.0,,
2020-12-19 10:24:58-03:00,,,83617.0,
2020-12-19 10:25:05-03:00,,,83617.0,
2020-12-19 10:25:44-03:00,,,,3133.0
2020-12-19 10:27:21-03:00,,3534.0,,
2020-12-19 10:27:55-03:00,21700.0,,,
2020-12-19 10:28:36-03:00,,3534.0,,
2020-12-19 10:29:58-03:00,,,83617.0,
2020-12-19 10:30:06-03:00,,,83617.0,
2020-12-19 10:30:44-03:00,,,,3134.0
2020-12-19 10:32:21-03:00,,3534.0,,
2020-12-19 10:32:55-03:00,21701.0,,,
2020-12-19 10:33:36-03:00,,3534.0,,
2020-12-19 10:34:58-03:00,,,83617.0,
2020-12-19 10:35:06-03:00,,,83617.0,
2020-12-19 10:35:45-03:00,,,,3134.0
2020-12-19 10:37:21-03:00,,3534.0,,
2020-12-19 10:37:56-03:00,21702.0,,,
2020-12-19 10:38:36-03:00,,3534.0,,
2020-12-19 10:39:59-03:00,,,83617.0,
2020-12-19 10:40:06-03:00,,,83617.0,
2020-12-19 10:40:45-03:00,,,,3134.0
2020-12-19 10:42:22-03:00,,3534.0,,
2020-12-19 10:42:56-03:00,21703.0,,,
2020-12-19 10:43:37-03:00,,3534.0,,
2020-12-19 10:44:59-03:00,,,83617.0,
2020-12-19 10:45:07-03:00,,,83617.0,
2020-12-19 10:45:45-03:00,,,,3135.0
2020-12-19 10:47:22-03:00,,3534.0,,
2020-12-19 10:47:56-03:00,21703.0,,,
2020-12-19 10:48:37-03:00,,3534.0,,
2020-12-19 10:49:59-03:00,,,83617.0,
2020-12-19 10:50:07-03:00,,,83617.0,
2020-12-19 10:50:45-03:00,,,,3135.0
2020-12-19 10:52:22-03:00,,3534.0,,
2020-12-19 10:52:56-03:00,21704.0,,,
2020-12-19 10:53:37-03:00,,3534.0,,
2020-12-19 10:54:59-03:00,,,83617.0,
2020-12-19 10:55:07-03:00,,,83617.0,
2020-12-19 10:55:45-03:00,,,,3135.0
2020-12-19 10:57:23-03:00,,3534.0,,
2020-12-19 10:57:57-03:00,21705.0,,,
2020-12-19 10:58:38-03:00,,3534.0,,
2020-12-19 11:00:00-03:00,,,83617.0,
2020-12-19 11:00:07-03:00,,,83617.0,
2020-12-19 11:00:46-03:00,,,,3135.0
2020-12-19 11:02:23-03:00,,3535.0,,
2020-12-19 11:02:57-03:00,21706.0,,,
2020-12-19 11:03:38-03:00,,3535.0,,
2020-12-19 11:05:00-03:00,,,83617.0,
2020-12-19 11:05:08-03:00,,,83617.0,
2020-12-19 11:05:46-03:00,,,,3136.0
2020-12-19 11:07:23-03:00,,3535.0,,
2020-12-19 11:07:57-03:00,21706.0,,,
2020-12-19 11:08:38-03:00,,3535.0,,
2020-12-19 11:10:00-03:00,,,83617.0,
2020-12-19 11:10:08-03:00,,,83617.0,
2020-12-19 11:10:46-03:00,,,,3136.0
2020-12-19 11:12:24-03:00,,3535.0,,
2020-12-19 11:12:58-03:00,21707.0,,,
2020-12-19 11:13:39-03:00,,3535.0,,
2020-12-19 11:15:01-03:00,,,83617.0,
2020-12-19 11:15:08-03:00,,,83617.0,
2020-12-19 11:15:46-03:00,,,,3136.0
2020-12-19 11:17:24-03:00,,3535.0,,
2020-12-19 11:17:58-03:00,21708.0,,,
2020-12-19 11:18:39-03:00,,3535.0,,
2020-12-19 11:20:01-03:00,,,83617.0,
2020-12-19 11:20:09-03:00,,,83617.0,
2020-12-19 11:20:47-03:00,,,,3137.0
2020-12-19 11:22:24-03:00,,3535.0,,
2020-12-19 11:22:58-03:00,21708.0,,,
2020-12-19 11:23:39-03:00,,3535.0,,
2020-12-19 11:25:01-03:00,,,83617.0,
2020-12-19 11:25:09-03:00,,,83617.0,
2020-12-19 11:25:47-03:00,,,,3137.0
2020-12-19 11:27:25-03:00,,3535.0,,
2020-12-19 11:27:59-03:00,21709.0,,,
2020-12-19 11:28:40-03:00,,3535.0,,
2020-12-19 11:30:02-03:00,,,83617.0,
2020-12-19 11:30:09-03:00,,,83617.0,
2020-12-19 11:30:47-03:00,,,,3137.0
2020-12-19 11:32:25-03:00,,3535.0,,
2020-12-19 11:32:59-03:00,21710.0,,,
2020-12-19 11:33:40-03:00,,3535.0,,
2020-12-19 11:35:02-03:00,,,83617.0,
2020-12-19 11:35:10-03:00,,,83617.0,
2020-12-19 11:35:48-03:00,,,,3138.0
2020-12-19 11:37:25-03:00,,3535.0,,
2020-12-19 11:37:59-03:00,21711.0,,,
2020-12-19 11:38:40-03:00,,3535.0,,
2020-12-19 11:40:02-03:00,,,83617.0,
2020-12-19 11:40:10-03:00,,,83617.0,
2020-12-19 11:40:48-03:00,,,,3138.0
2020-12-19 11:42:26-03:00,,3535.0,,
2020-12-19 11:43:00-03:00,21711.0,,,
2020-12-19 11:43:40-03:00,,3535.0,,
2020-12-19 11:45:02-03:00,,,83617.0,
2020-12-19 11:45:10-03:00,,,83617.0,
2020-12-19 11:45:48-03:00,,,,3138.0
2020-12-19 11:47:26-03:00,,3535.0,,
2020-12-19 11:48:00-03:00,21712.0,,,
2020-12-19 11:48:41-03:00,,3535.0,,
2020-12-19 11:50:03-03:00,,,83617.0,
2020-12-19 11:50:11-03:00,,,83617.0,
2020-12-19 11:50:48-03:00,,,,3139.0
2020-12-19 11:52:26-03:00,,3535.0,,
2020-12-19 11:53:00-03:00,21713.0,,,
2020-12-19 11:53:41-03:00,,3535.0,,
2020-12-19 11:55:03-03:00,,,83617.0,
2020-12-19 11:55:11-03:00,,,83617.0,
2020-12-19 11:55:49-03:00,,,,3139.0
2020-12-19 11:57:26-03:00,,3535.0,,
2020-12-19 11:58:01-03:00,21713.0,,,
2020-12-19 11:58:41-03:00,,3535.0,,
2020-12-19 12:00:03-03:00,,,83617.0,
2020-12-19 12:00:11-03:00,,,83617.0,
2020-12-19 12:00:49-03:00,,,,3139.0
2020-12-19 12:02:27-03:00,,3535.0,,
2020-12-19 12:03:01-03:00,21714.0,,,
2020-12-19 12:03:42-03:00,,3535.0,,
2020-12-19 12:05:04-03:00,,,83617.0,
2020-12-19 12:05:12-03:00,,,83617.0,
2020-12-19 12:05:50-03:00,,,,3140.0
2020-12-19 12:07:27-03:00,,3535.0,,
2020-12-19 12:08:01-03:00,21715.0,,,
2020-12-19 12:08:42-03:00,,3535.0,,
2020-12-19 12:10:04-03:00,,,83617.0,
2020-12-19 12:10:12-03:00,,,83617.0,
2020-12-19 12:10:51-03:00,,,,3140.0
2020-12-19 12:12:27-03:00,,3536.0,,
2020-12-19 12:13:01-03:00,21716.0,,,
2020-12-19 12:13:42-03:00,,3536.0,,
2020-12-19 12:15:04-03:00,,,83617.0,
2020-12-19 12:15:12-03:00,,,83617.0,
2020-12-19 12:15:51-03:00,,,,3140.0
2020-12-19 12:17:28-03:00,,3536.0,,
2020-12-19 12:18:02-03:00,21716.0,,,
2020-12-19 12:18:43-03:00,,3536.0,,
2020-12-19 12:20:05-03:00,,,83617.0,
2020-12-19 12:20:12-03:00,,,83617.0,
2020-12-19 12:20:51-03:00,,,,3141.0
2020-12-19 12:22:28-03:00,,3536.0,,
2020-12-19 12:23:02-03:00,21717.0,,,
2020-12-19 12:23:43-03:00,,3536.0,,
2020-12-19 12:25:05-03:00,,,83617.0,
2020-12-19 12:25:13-03:00,,,83617.0,
2020-12-19 12:25:52-03:00,,,,3141.0
2020-12-19 12:27:28-03:00,,3536.0,,
2020-12-19 12:28:02-03:00,21718.0,,,
2020-12-19 12:28:43-03:00,,3536.0,,
2020-12-19 12:30:05-03:00,,,83617.0,
2020-12-19 12:30:13-03:00,,,83617.0,
2020-12-19 12:30:52-03:00,,,,3141.0
2020-12-19 12:32:29-03:00,,3536.0,,
2020-12-19 12:33:03-03:00,21719.0,,,
2020-12-19 12:33:44-03:00,,3536.0,,
2020-12-19 12:35:06-03:00,,,83617.0,
2020-12-19 12:35:13-03:00,,,83617.0,
2020-12-19 12:35:52-03:00,,,,3142.0
2020-12-19 12:37:29-03:00,,3536.0,,
2020-12-19 12:38:03-03:00,21719.0,,,
2020-12-19 12:38:44-03:00,,3536.0,,
2020-12-19 12:40:06-03:00,,,83617.0,
2020-12-19 12:40:14-03:00,,,83617.0,
2020-12-19 12:40:53-03:00,,,,3142.0
2020-12-19 12:42:29-03:00,,3536.0,,
2020-12-19 12:43:03-03:00,21720.0,,,
2020-12-19 12:43:44-03:00,,3536.0,,
2020-12-19 12:45:06-03:00,,,83617.0,
2020-12-19 12:45:14-03:00,,,83617.0,
2020-12-19 12:45:53-03:00,,,,3142.0
2020-12-19 12:47:29-03:00,,3536.0,,
2020-12-19 12:48:04-03:00,21721.0,,,
2020-12-19 12:48:44-03:00,,3536.0,,
2020-12-19 12:50:07-03:00,,,83617.0,
2020-12-19 12:50:14-03:00,,,83617.0,
2020-12-19 12:50:53-03:00,,,,3143.0
2020-12-19 12:52:30-03:00,,3536.0,,
2020-12-19 12:53:04-03:00,21721.0,,,
2020-12-19 12:53:45-03:00,,3536.0,,
2020-12-19 12:55:07-03:00,,,83617.0,
2020-12-19 12:55:15-03:00,,,83617.0,
2020-12-19 12:55:54-03:00,,,,3143.0
2020-12-19 12:57:30-03:00,,3536.0,,
2020-12-19 12:58:04-03:00,21722.0,,,
2020-12-19 12:58:45-03:00,,3536.0,,
2020-12-19 13:00:07-03:00,,,83617.0,
2020-12-19 13:00:15-03:00,,,83617.0,
2020-12-19 13:00:54-03:00,,,,3143.0
2020-12-19 13:02:30-03:00,,3536.0,,
2020-12-19 13:03:05-03:00,21723.0,,,
2020-12-19 13:03:45-03:00,,3536.0,,
2020-12-19 13:05:07-03:00,,,83617.0,
2020-12-19 13:05:15-03:00,,,83617.0,
2020-12-19 13:05:54-03:00,,,,3144.0
2020-12-19 13:07:31-03:00,,3536.0,,
2020-12-19 13:08:05-03:00,21724.0,,,
2020-12-19 13:08:46-03:00,,3536.0,,
2020-12-19 13:10:08-03:00,,,83617.0,
2020-12-19 13:10:15-03:00,,,83617.0,
2020-12-19 13:10:54-03:00,,,,3144.0
2020-12-19 13:12:31-03:00,,3536.0,,
2020-12-19 13:13:05-03:00,21724.0,,,
2020-12-19 13:13:46-03:00,,3536.0,,
2020-12-19 13:15:08-03:00,,,83617.0,
2020-12-19 13:15:16-03:00,,,83617.0,
2020-12-19 13:15:55-03:00,,,,3144.0
2020-12-19 13:17:31-03:00,,3536.0,,
2020-12-19 13:18:06-03:00,21725.0,,,
2020-12-19 13:18:46-03:00,,3536.0,,
2020-12-19 13:20:08-03:00,,,83617.0,
2020-12-19 13:20:16-03:00,,,83617.0,
2020-12-19 13:20:55-03:00,,,,3145.0
2020-12-19 13:22:32-03:00,,3536.0,,
2020-12-19 13:23:06-03:00,21726.0,,,
2020-12-19 13:23:47-03:00,,3536.0,,
2020-12-19 13:25:09-03:00,,,83617.0,
2020-12-19 13:25:16-03:00,,,83617.0,
2020-12-19 13:25:55-03:00,,,,3145.0
2020-12-19 13:27:32-03:00,,3536.0,,
2020-12-19 13:28:06-03:00,21726.0,,,
2020-12-19 13:28:47-03:00,,3536.0,,
2020-12-19 13:30:09-03:00,,,83617.0,
2020-12-19 13:30:17-03:00,,,83617.0,
2020-12-19 13:30:56-03:00,,,,3145.0
2020-12-19 13:32:32-03:00,,3537.0,,
2020-12-19 13:33:06-03:00,21727.0,,,
2020-12-19 13:33:47-03:00,,3537.0,,
2020-12-19 13:35:09-03:00,,,83617.0,
2020-12-19 13:35:17-03:00,,,83617.0,
2020-12-19 13:35:56-03:00,,,,3146.0
2020-12-19 13:37:33-03:00,,3537.0,,
2020-12-19 13:38:07-03:00,21728.0,,,
2020-12-19 13:38:48-03:00,,3537.0,,
2020-12-19 13:40:10-03:00,,,83617.0,
2020-12-19 13:40:17-03:00,,,83617.0,
2020-12-19 13:40:56-03:00,,,,3146.0
2020-12-19 13:42:33-03:00,,3537.0,,
2020-12-19 13:43:07-03:00,21729.0,,,
2020-12-19 13:43:48-03:00,,3537.0,,
2020-12-19 13:45:10-03:00,,,83617.0,
2020-12-19 13:45:18-03:00,,,83617.0,
2020-12-19 13:45:57-03:00,,,,3146.0
2020-12-19 13:47:33-03:00,,3537.0,,
2020-12-19 13:48:07-03:00,21729.0,,,
2020-12-19 13:48:48-03:00,,3537.0,,
2020-12-19 13:50:10-03:00,,,83617.0,
2020-12-19 13:50:18-03:00,,,83617.0,
2020-12-19 13:50:57-03:00,,,,3147.0
2020-12-19 13:52:33-03:00,,3537.0,,
2020-12-19 13:53:08-03:00,21729.0,,,
2020-12-19 13:53:48-03:00,,3537.0,,
2020-12-19 13:55:11-03:00,,,83617.0,
2020-12-19 13:55:18-03:00,,,83617.0,
2020-12-19 13:55:57-03:00,,,,3147.0
2020-12-19 13:57:34-03:00,,3537.0,,
2020-12-19 13:58:08-03:00,21729.0,,,
2020-12-19 13:58:49-03:00,,3537.0,,
2020-12-19 14:00:11-03:00,,,83617.0,
2020-12-19 14:00:18-03:00,,,83617.0,
2020-12-19 14:00:58-03:00,,,,3147.0
2020-12-19 14:02:34-03:00,,3537.0,,
2020-12-19 14:03:08-03:00,21729.0,,,
2020-12-19 14:03:49-03:00,,3537.0,,
2020-12-19 14:05:11-03:00,,,83617.0,
2020-12-19 14:05:19-03:00,,,83617.0,
2020-12-19 14:05:58-03:00,,,,3148.0
2020-12-19 14:07:34-03:00,,3537.0,,
2020-12-19 14:08:09-03:00,21729.0,,,
2020-12-19 14:08:49-03:00,,3537.0,,
2020-12-19 14:10:11-03:00,,,83617.0,
2020-12-19 14:10:19-03:00,,,83617.0,
2020-12-19 14:10:58-03:00,,,,3148.0
2020-12-19 14:12:35-03:00,,3537.0,,
2020-12-19 14:13:09-03:00,21729.0,,,
2020-12-19 14:13:50-03:00,,3537.0,,
2020-12-19 14:15:12-03:00,,,83617.0,
2020-12-19 14:15:19-03:00,,,83617.0,
2020-12-19 14:15:59-03:00,,,,3149.0
2020-12-19 14:17:35-03:00,,3537.0,,
2020-12-19 14:18:09-03:00,21729.0,,,
2020-12-19 14:18:50-03:00,,3537.0,,
2020-12-19 14:20:12-03:00,,,83617.0,
2020-12-19 14:20:20-03:00,,,83617.0,
2020-12-19 14:20:59-03:00,,,,3149.0
2020-12-19 14:22:35-03:00,,3537.0,,
2020-12-19 14:23:10-03:00,21729.0,,,
2020-12-19 14:23:50-03:00,,3537.0,,
2020-12-19 14:25:12-03:00,,,83617.0,
2020-12-19 14:25:20-03:00,,,83617.0,
2020-12-19 14:25:59-03:00,,,,3149.0
2020-12-19 14:27:36-03:00,,3537.0,,
2020-12-19 14:28:10-03:00,21729.0,,,
2020-12-19 14:28:51-03:00,,3537.0,,
2020-12-19 14:30:13-03:00,,,83617.0,
2020-12-19 14:30:20-03:00,,,83617.0,
2020-12-19 14:31:00-03:00,,,,3149.0
2020-12-19 14:32:36-03:00,,3537.0,,
2020-12-19 14:33:10-03:00,21729.0,,,
2020-12-19 14:33:51-03:00,,3537.0,,
2020-12-19 14:35:13-03:00,,,83617.0,
2020-12-19 14:35:21-03:00,,,83617.0,
2020-12-19 14:36:00-03:00,,,,3149.0
2020-12-19 14:37:36-03:00,,3537.0,,
2020-12-19 14:38:10-03:00,21729.0,,,
2020-12-19 14:38:51-03:00,,3537.0,,
2020-12-19 14:40:13-03:00,,,83618.0,
2020-12-19 14:40:21-03:00,,,83618.0,
2020-12-19 14:41:01-03:00,,,,3149.0
2020-12-19 14:42:37-03:00,,3537.0,,
2020-12-19 14:43:11-03:00,21730.0,,,
2020-12-19 14:43:52-03:00,,3537.0,,
2020-12-19 14:45:14-03:00,,,83618.0,
2020-12-19 14:45:21-03:00,,,83618.0,
2020-12-19 14:46:01-03:00,,,,3149.0
2020-12-19 14:47:37-03:00,,3537.0,,
2020-12-19 14:48:11-03:00,21731.0,,,
2020-12-19 14:48:52-03:00,,3537.0,,
2020-12-19 14:50:14-03:00,,,83618.0,
2020-12-19 14:50:22-03:00,,,83618.0,
2020-12-19 14:51:01-03:00,,,,3149.0
2020-12-19 14:52:37-03:00,,3538.0,,
2020-12-19 14:53:11-03:00,21732.0,,,
2020-12-19 14:53:52-03:00,,3538.0,,
2020-12-19 14:55:14-03:00,,,83618.0,
2020-12-19 14:55:22-03:00,,,83618.0,
2020-12-19 14:56:02-03:00,,,,3149.0
2020-12-19 14:57:38-03:00,,3538.0,,
2020-12-19 14:58:11-03:00,21732.0,,,
2020-12-19 14:58:52-03:00,,3538.0,,
2020-12-19 15:00:14-03:00,,,83619.0,
2020-12-19 15:00:22-03:00,,,83619.0,
2020-12-19 15:01:02-03:00,,,,3149.0
2020-12-19 15:02:38-03:00,,3538.0,,
2020-12-19 15:03:12-03:00,21733.0,,,
2020-12-19 15:03:53-03:00,,3538.0,,
2020-12-19 15:05:15-03:00,,,83619.0,
2020-12-19 15:05:22-03:00,,,83619.0,
2020-12-19 15:06:02-03:00,,,,3149.0
2020-12-19 15:07:38-03:00,,3538.0,,
2020-12-19 15:08:12-03:00,21734.0,,,
2020-12-19 15:08:53-03:00,,3538.0,,
2020-12-19 15:10:15-03:00,,,83619.0,
2020-12-19 15:10:23-03:00,,,83619.0,
2020-12-19 15:11:03-03:00,,,,3149.0
2020-12-19 15:12:38-03:00,,3538.0,,
2020-12-19 15:13:12-03:00,21734.0,,,
2020-12-19 15:13:53-03:00,,3538.0,,
2020-12-19 15:15:15-03:00,,,83620.0,
2020-12-19 15:15:23-03:00,,,83620.0,
2020-12-19 15:16:03-03:00,,,,3149.0
2020-12-19 15:17:39-03:00,,3538.0,,
2020-12-19 15:18:12-03:00,21735.0,,,
2020-12-19 15:18:54-03:00,,3538.0,,
2020-12-19 15:20:16-03:00,,,83620.0,
2020-12-19 15:20:23-03:00,,,83620.0,
2020-12-19 15:21:03-03:00,,,,3149.0
2020-12-19 15:22:39-03:00,,3538.0,,
2020-12-19 15:23:13-03:00,21736.0,,,
2020-12-19 15:23:54-03:00,,3538.0,,
2020-12-19 15:25:16-03:00,,,83620.0,
2020-12-19 15:25:24-03:00,,,83620.0,
2020-12-19 15:26:03-03:00,,,,3149.0
2020-12-19 15:27:39-03:00,,3538.0,,
2020-12-19 15:28:13-03:00,21737.0,,,
2020-12-19 15:28:54-03:00,,3538.0,,
2020-12-19 15:30:16-03:00,,,83621.0,
2020-12-19 15:30:24-03:00,,,83621.0,
2020-12-19 15:31:04-03:00,,,,3149.0
2020-12-19 15:32:40-03:00,,3538.0,,
2020-12-19 15:33:13-03:00,21737.0,,,
2020-12-19 15:33:55-03:00,,3538.0,,
2020-12-19 15:35:17-03:00,,,83621.0,
2020-12-19 15:35:24-03:00,,,83621.0,
2020-12-19 15:36:04-03:00,,,,3149.0
2020-12-19 15:37:40-03:00,,3538.0,,
2020-12-19 15:38:14-03:00,21738.0,,,
2020-12-19 15:38:55-03:00,,3538.0,,
2020-12-19 15:40:17-03:00,,,83621.0,
2020-12-19 15:40:25-03:00,,,83621.0,
2020-12-19 15:41:04-03:00,,,,3149.0
2020-12-19 15:42:40-03:00,,3538.0,,
2020-12-19 15:43:14-03:00,21739.0,,,
2020-12-19 15:43:55-03:00,,3538.0,,
2020-12-19 15:45:17-03:00,,,83622.0,
